songID,genre,overlap0,overlap1,overlap1Early,overlap1Late,overlap2,overlap2Early,overlap2Late,overlap3,overlap3Early,overlap3Late,overlap4,overlap4Early,overlap4Late,overlap5,overlap5Early,overlap5Late,overlap6,overlap6Early,overlap6Late
21,blues,0.9879093638348907,0.0021540120466186545,0.0019796444945191327,0.006949779138950861,0.11073326202702558,0.03696020430636125,0.06431895226531663,0.007946743886411324,0.010770291584948008,0.020956985402508673,0.03994660769752525,0.0400197252964441,0.03996582725730155,0.008200603453847632,0.006717230629926324,0.0029435775615244885,0.011735507472930838,0.00873276594540516,0.008210133831376388
22,blues,1.6763101141777341,0.0490113683936502,0.017277521668913002,0.1270289025960985,0.21893286882285487,0.02311460363170101,0.2997304394206315,0.09056571412200765,0.13166720155366568,0.12001179316019302,0.02347869243236198,0.034080223313178795,0.02477457033527953,0.06354871127097185,0.04894436292308872,0.03694311692602589,0.059459552433191565,0.03558133980184992,0.021249472500081478
23,blues,1.602071048339233,0.04592917683038016,0.005779640668316265,0.1668173068688493,0.03719035481856635,0.0682822877440287,0.1611733929197172,0.02889164184864524,0.07015534561804945,0.17619967657238927,0.023081177200730885,0.012836268102719282,0.016025039801243337,0.02789558731290003,0.02052868588748109,0.039063732251647255,0.025197739779366287,0.015652545300604365,0.028669402598671883
24,blues,0.7427139910554307,0.10568358809517608,0.07010631339700328,0.08642455978326712,0.06490487724195128,0.011698742723361508,0.15677732802493047,0.021525745745112155,0.015138684296813712,0.034794716042120144,0.008449345520458663,0.007602585940617808,0.014593889015822674,0.003829978289074933,0.006333280306528328,0.005501089003639659,0.00197769338267739,0.00367936353490969,0.002650704424967806
25,blues,2.2010394708585133,0.03499476303986989,0.026195679055789567,0.007678428450976363,0.6809232651671294,0.2378099833100199,0.5206184042653118,0.05801667582867982,0.018434645450549215,0.037063945108358615,0.1434628035352952,0.12114308437711017,0.1449098753288134,0.012286128171807737,0.044447057646355766,0.013626572404066086,0.04522254765046909,0.049508154139846286,0.03299622284995909
26,blues,1.8418761254508424,0.03939891279747371,0.03318670334425415,0.026788883241832456,0.15565570718633182,0.09281652444664583,0.5600371464002579,0.010961812134171687,0.012309309789240058,0.05346628307088241,0.12465546348192116,0.05946666406079359,0.14763715159644625,0.019514286081738937,0.04460154706078648,0.011974233100674333,0.032108304760316696,0.014077924396088275,0.020152206758612137
27,blues,1.6656940821904251,0.23432998216428055,0.3444025357922587,0.10580405780307173,0.11314858398140921,0.2644638722302911,0.06690749862098314,0.18994128299560756,0.15393747910033054,0.057860946541112554,0.06184336718334159,0.033820985757183356,0.01693020200408338,0.0784705401754334,0.05671117247705199,0.03350133441574146,0.05326379782139268,0.04485990242495184,0.05066364639772886
28,blues,0.5021336857846326,0.043348255945725625,0.030294317230693178,0.05888488680032695,0.022783607190339974,0.0123729440805703,0.06457384003271475,0.052063725423518344,0.007879367179582517,0.02579484862882611,0.004102430066194911,0.0037844832887370763,0.009775399215439563,0.00590630892299323,0.008007613451756473,0.005313896267847114,0.002893333806560277,0.006183061766829433,0.0033671630994737637
29,blues,1.7982555706269874,0.008778910778329409,0.0046377339783790945,0.014762823284716703,0.9195726084133962,0.1658425151963923,0.3551342684819026,0.00869063044614111,0.011931054252695252,0.01696870697374769,0.34046990678537153,0.03497845763997162,0.08465597784488553,0.01180318125875865,0.003325230365078961,0.01202734801736893,0.11063770766485626,0.011897784106343439,0.03021520179391491
30,blues,1.0532236566261168,0.06787437526917395,0.043746693468961456,0.03421962977780076,0.13865387570313664,0.08101681731631624,0.04329593469432415,0.02010703955327299,0.009035313777177378,0.04801297948912067,0.03746552951452413,0.04609447014379439,0.02528634521508262,0.01401241557812503,0.008513959210523926,0.016519926252116925,0.013159619513453997,0.013509253610967732,0.012829278711197174
31,blues,0.688691910894708,0.0036487612674800892,0.011975045212200507,0.00522714814926516,0.023364958628572248,0.016245803428380022,0.015489022703432541,0.010187867949985403,0.03082868579669829,0.014033227747015433,0.011893648760595553,0.005559364131648778,0.007720949231513239,0.004995392255078966,0.002498224173170942,0.00506230724497343,0.005929408652300887,0.004151345992588057,0.004154463655491333
32,blues,0.7982160468375868,0.016590146657215886,0.0032472514727841847,0.030538282114568792,0.024961006466808364,0.02699427686599551,0.032709277317669996,0.022831487327198682,0.03049624692671029,0.07788351101540797,0.003096660937733169,0.0032257884017697505,0.007334497261735895,0.016714422429668613,0.011274845354020152,0.008297272294018684,0.0063824321563548505,0.009568386267325295,0.008441337629508308
33,blues,0.6980645382386375,0.06993186753229107,0.021920118255989985,0.07586945183915028,0.028172981641865748,0.054144111954371854,0.00999855061477392,0.03202412687844278,0.03141428887510151,0.02223163166651637,0.020550991529645228,0.020693261736077016,0.014290301913357851,0.013643158143437287,0.020283058394074432,0.01579858065430046,0.00708243775901674,0.01132018179353069,0.003377385943485919
34,blues,0.7394309932095774,0.031606740444064106,0.018389549570277205,0.016835238066107774,0.03620998383320611,0.010665270649103095,0.10216741037571696,0.016672055161099188,0.016599113079131606,0.013774307447743507,0.016717773681263922,0.006534611656547968,0.009017640543096152,0.008534967373742456,0.007591505478899919,0.0068899411281107695,0.003661504553470248,0.0049137264977073,0.003509710029181147
35,blues,1.1519556876445485,0.05756363796108889,0.06670521252319593,0.05338018130141667,0.17470386465831633,0.05496009824837289,0.23325786806004156,0.01511732286086258,0.058337602947967165,0.0405691037070752,0.01996399990448834,0.01735772318430031,0.03994863350243545,0.013409331549996309,0.015895192887879637,0.019703628959303048,0.0035644816388193,0.009293911161574167,0.0074675250413013495
36,blues,1.0857008971048292,0.037508701160944485,0.005736759182705918,0.027744111711054804,0.10736590101170841,0.019784605942039204,0.04892534372707676,0.027870018850536676,0.04026243048882691,0.00526953972135843,0.03907144301626061,0.02016059006383213,0.03683024022337056,0.010002042201401173,0.0068242782502073935,0.006948119763645522,0.011850867323276204,0.007373285004693614,0.02376073411513355
37,blues,0.9518651001042577,0.014672903311397922,0.006381016884812255,0.017025546928763142,0.04709273131061775,0.02257979145458435,0.019765956840115416,0.12825579306208373,0.08872670249851727,0.07882287704476176,0.007128266796506836,0.021252060000104708,0.007943795276903785,0.005726955774523269,0.008382512783018591,0.005053107955392713,0.009955590363042563,0.0114922757106737,0.020451539936500555
38,blues,2.416226638546067,0.011722087892770044,0.015308683322044176,0.05370912352139644,0.1740658213740196,0.18906627351352095,0.35737145091051115,0.010911656274812949,0.02156027371676815,0.05218152341808618,0.12043484822135929,0.15584666869374422,0.02641645963606601,0.01792352527383904,0.018337585220578777,0.03420765284595169,0.03254767391599033,0.046440791274364804,0.05142844439459769
39,blues,1.719731438709514,0.05009348228368991,0.10637452489952817,0.02242515127164117,0.01702694704671765,0.021418872742277117,0.035942381238429265,0.09500167629239895,0.06366811563079666,0.10833146954642847,0.02708265326344742,0.055908035517369115,0.022237459330027284,0.018284626495930517,0.010556157605462958,0.029399690683499513,0.1220253666263503,0.0491995876762367,0.0766258894102832
40,blues,0.9615457684760965,0.10468437422732171,0.10708717961629799,0.02840126539875,0.06736190463811763,0.06081545767860889,0.064156480192733,0.17420864475297648,0.037103143650338136,0.018261138626786855,0.042465765474711106,0.013496932013531191,0.020665776107096308,0.030092492006692145,0.035578594000039404,0.005819895456514087,0.023707004747017115,0.007229104180338297,0.020475493487023412
41,blues,1.691537580268286,0.028331243372490787,0.014208724000678045,0.014811529212731813,1.1701583806207356,0.05153850165579375,0.04164821467331955,0.055247032718374334,0.012466730908166234,0.006291369629811007,0.22266387859601086,0.010447020972645112,0.009722502498250888,0.013892614852835751,0.006664887499049376,0.0031632417599135095,0.03225702152467242,0.0027294440625536265,0.0037112367520183913
42,blues,0.8388662213460798,0.1771107790042125,0.18601482329062463,0.06314776435733083,0.06795790950331339,0.05280051075969988,0.03766379937435911,0.1302401767917217,0.07242296375379126,0.05404598324461344,0.03223142057058517,0.015997416877800624,0.019267441630373083,0.010394557650734323,0.006480352617904008,0.0036629450913494813,0.01796151468101256,0.011351205177199555,0.006322867004285084
43,blues,0.7054633570115763,0.025130741019736703,0.011406275034276553,0.017407050552385894,0.22131993769848257,0.011037653859925785,0.17021843811088241,0.008554942995274336,0.003293204344180257,0.010780995695581132,0.06839193126982775,0.00765403564873212,0.06855209048779409,0.0016799799812411967,0.0031853495995909416,0.00888476620831033,0.022863465617463243,0.010702011238426148,0.026922443923398657
44,blues,1.550073640033015,0.35144706226042277,0.11093104063636594,0.14588945105383866,0.16506636469738378,0.03663914017536345,0.02442302609452524,0.6178347371792425,0.06080409456532368,0.04892921811182107,0.11360271769269092,0.0210238310277795,0.008007375679802874,0.012183297483251546,0.004827800641145417,0.007022029389512072,0.04557647419446767,0.012899823707888306,0.008712588854237546
45,blues,1.190270772089513,0.003778537427565818,0.003803395157656843,0.002755317481716831,0.005198164322754696,0.004986060733585082,0.0011689218633554122,0.49956326783951155,0.09502639873345903,0.0400367545186924,0.0040719269428549296,0.006451967903155139,0.013768170227555434,0.004877941295113368,0.02427887995692752,0.004474607792672221,0.0610207482890982,0.0255264609571813,0.008810929482451837
46,blues,1.0646926633305187,0.051936528912102195,0.003491810772813784,0.13401089055501855,0.025446346777106995,0.003885584996911427,0.10827709874819783,0.001100289945584468,0.0077007172166647445,0.012784175742898463,0.022173731399325762,0.0020943298669437536,0.2556506957371329,0.003308199862130934,0.0019292216789525965,0.026379845093080154,0.008798399370623848,0.0036666539714138844,0.04249031024617181
47,blues,1.2644402141630509,0.1965985805266812,0.2565137468681383,0.018829415813700047,0.30312912703051703,0.5097948898899896,0.03267455104463917,0.03165786822789578,0.0830558296649201,0.010510908661885952,0.1200488778273906,0.1520342103046637,0.018461882676534255,0.04048508561928283,0.04304565774000853,0.00312846903032607,0.05007348648943905,0.03654734135754668,0.009014918183461477
48,blues,0.5380703618789706,0.10309344620298297,0.14426932611548202,0.04129171440147412,0.04963375440103394,0.09163326338383171,0.028579849088157142,0.041620133493180986,0.07454284956794785,0.009867647982155841,0.022335595492331634,0.01091954231153014,0.010747186052250186,0.011873117078939507,0.006998953064540854,0.005801495592031509,0.006853038131335642,0.006304657540020141,0.004239687046735473
49,blues,0.7307988466910945,0.1353551418605602,0.13942454619818453,0.012822975264369284,0.039120102332554384,0.08184104472468418,0.005845108512870964,0.05521363476275754,0.16333426828352623,0.013559104927479637,0.016871746939584892,0.024523696484043834,0.0037402365082460877,0.006012122265294578,0.010247210783091333,0.0014582044762199904,0.013004428727241661,0.01783158698617065,0.002719532632730359
50,blues,0.7824320798354266,0.3440429107876439,0.041204443598218995,0.5199570758763572,0.22135482487823588,0.006164941661876339,0.35854885624408706,0.06315072460472035,0.0028593983874620043,0.135797296500982,0.06132620840276721,0.009553629016102867,0.08268334999469423,0.028853086491516113,0.0120182750196169,0.04427501170707707,0.018208706410648083,0.014455456531674052,0.025030277966251742
51,blues,1.6876152121324361,0.2529663131089378,0.12355088538667919,0.292447834278986,0.05560314236625274,0.02470225317768149,0.03554789199535215,0.38409071053502275,0.019594674210183537,0.09436494527700003,0.12020516040001766,0.015155680392910192,0.01856896793045223,0.022844813524571204,0.006406166595965413,0.015122801472423609,0.015405341318460091,0.0055736261465240975,0.006381648249078742
52,blues,0.9220310877059118,0.10091493226770325,0.05131912834364265,0.04248360586136737,0.23967734273668273,0.10250853727841208,0.0116111112870574,0.037332427101803047,0.028365876053928304,0.0041768141076898675,0.09532516420844989,0.041601719542037174,0.0017709542871877054,0.029136147240892064,0.009361990924465869,0.004349880399497517,0.08276999744368865,0.037023603052528456,0.006829061941602542
53,blues,1.4787577518862576,0.6823449696123269,1.1548086597666098,0.02994993958080553,0.12359521059296043,0.3851936703554934,0.0354703041475194,0.04291568014997761,0.1875952902776723,0.049735570642742394,0.04184845262293996,0.100689853693914,0.04605311427934813,0.03054119718498384,0.03939165557436988,0.02023587157845363,0.018673183275426674,0.018495125719335186,0.015107870371059344
54,blues,1.6290828537986848,0.11211233652130004,0.24757090494959094,0.0026317039391748386,0.032042990896671585,0.6129380317963237,0.0026614457555029477,0.014357804958352264,0.15738418478352295,0.014013768177192775,0.027968610352896116,0.416850669951866,0.041716479135820675,0.007567500368020558,0.06151945524093599,0.011202021609572807,0.020617455828808504,0.10451659831165472,0.01822384507306675
55,blues,1.4637678413046458,0.06202326367077571,0.02083591520557193,0.049080049145031855,0.10985790998894152,0.03248446871307325,0.1869497959333883,0.004419222688805161,0.018572614618815007,0.012299771197072283,0.039677137230532386,0.007389484866309867,0.21223802082538268,0.010640040362333628,0.003671514629048013,0.019972650753653315,0.03874337804903043,0.008240583281850154,0.07245000993886008
56,blues,1.2714693320452484,0.14227709012860887,0.19364034830530266,0.04156453799751645,0.02733840959909613,0.044453616106899005,0.03041611795798112,0.019632163453259067,0.08209853192775077,0.029861644357818733,0.011261580970556313,0.056715400975442073,0.007384671434967571,0.008525395177263159,0.009840388795102406,0.004143254531086974,0.005583191659784251,0.009967261504961264,0.004033875739074074
57,blues,0.8793629834435184,0.449218476508324,0.5185213954161194,0.05482123328933052,0.1915153989585766,0.2140647084992148,0.014457888532673697,0.0943471230549753,0.08533992847201415,0.00702016822236091,0.044046470749176246,0.05019123626851032,0.013081598187902806,0.019232588931727822,0.024500971027905695,0.020985026351196746,0.011017958969197597,0.00924398183895797,0.018489358444589533
58,blues,2.8688027893492216,0.382343933661946,0.15447632748655268,0.3846087716112974,1.194900206544226,0.03478184422865519,0.48025835215493395,0.1281756563300234,0.005214934733162066,0.08420282317503086,0.5391599492919159,0.01600425700413229,0.17384795617541388,0.09639853894921051,0.010381339082762335,0.0504874806244501,0.3166941155580277,0.009524235711165915,0.10329428197030996
59,blues,1.5921494820539233,0.3397822701596555,0.6004981868109246,0.04928661047704326,0.058472384764388374,0.45439567670975317,0.030733974900474005,0.012825411350832174,0.5886456802533718,0.027575517836215886,0.02295952588971436,0.19692756428357017,0.016352014340277568,0.02408919787339426,0.10355094756988513,0.011529920967087492,0.0237530157575395,0.07113099015119277,0.014371028151962131
60,blues,1.6886722683631088,0.12930139771457944,0.03325345626086622,0.09957647749219807,0.655636551505399,0.021806713188978838,0.12562391484225185,0.07729796649087076,0.002784536172831827,0.007179087081725058,0.4158112151893956,0.01236295286152187,0.04439359991707172,0.023971296712082993,0.003564599787976481,0.0066757413487498005,0.11413343246752777,0.015262488547231976,0.01942415685566714
61,blues,1.1543040145729635,0.11661247339881327,0.3263873008525813,0.018075324149342643,0.012639490413161744,0.10054534603109958,0.008605217956816276,0.023497398832503475,0.1626500232792589,0.009232862982197033,0.010114141015430095,0.11108305845236713,0.004870152122251224,0.006057442285797122,0.03689299338486391,0.004076789011817779,0.0028369958027215404,0.005472150143245502,0.0025958022945302586
62,blues,1.0023226996501953,0.10998529832129215,0.005160005231407958,0.2674572968307761,0.02948601902462547,0.007087440395060442,0.1327136551052794,0.02358835342498273,0.0028103774237737953,0.3171257429929139,0.006894105013187721,0.0018063464702329467,0.054649320309037276,0.006319542850916976,0.007396702183117474,0.021059718985750056,0.0062212448114168355,0.01056143060398243,0.04823791215460362
63,blues,1.4215911973986048,0.37227045129456815,0.09291915661903426,0.2514989410946128,0.39004991778234016,0.04043372218447057,0.05896374159890815,0.7782128912546515,0.02075038056625848,0.05274695167391695,0.12719920387163802,0.00937297399793992,0.024360706884796766,0.12219545613424486,0.011084250935174293,0.009969102767524109,0.09124495576863184,0.009638977417968422,0.017456820809428224
64,blues,1.1910467070684712,0.07356434367877382,0.0916126373540801,0.01516635284864978,0.1108435977660928,0.11281367219528264,0.008687162240992911,0.21421002945741363,0.23850564701296592,0.019017996178227546,0.011752622911098349,0.00750710272158523,0.020252779739473432,0.04499088649746219,0.046480915051054304,0.0049236248781218735,0.04724316995468582,0.04663056834669913,0.008916665205482815
65,blues,1.1010184832895529,0.06994691313865857,0.0364641309902888,0.05184119464562302,0.13757774171869824,0.07985008013049577,0.005289637409304741,0.025794915706020806,0.015242605328538592,0.003244282024740386,0.12309866657452172,0.04034942825771787,0.0024221792218133654,0.027241949649122313,0.019991370594416344,0.005402841852653628,0.14252200505340054,0.0604181559222976,0.004179100824876944
66,blues,0.8661633772266197,0.09066658503815626,0.04059498672912176,0.05784020169288565,0.07101731775453504,0.004544967124730232,0.011140931294302414,0.45031199888545187,0.02242062392985048,0.04141797553909181,0.05312888416236533,0.009307679256381422,0.007716802571024011,0.02225874416411349,0.002848804548299918,0.004615946671068709,0.0530934488688825,0.004005174239286315,0.010161777399056344
67,blues,1.3557634712973048,0.22483672388747078,0.03121228904030486,0.3412647083663596,0.2111678688409358,0.0051171988060911295,0.2729072912589608,0.15146273486688344,0.015885559680228256,0.17706490197877317,0.034687312471371134,0.013463716813184456,0.02551424374396176,0.032109082711199395,0.005190141660308761,0.037072136411130545,0.018294441434172862,0.006097988051750992,0.01061396185895182
68,blues,0.6103604438743853,0.09877055691059186,0.016702152289384733,0.03865035477339924,0.05433283040699679,0.010350723745185187,0.009108573227097757,0.1022738087419994,0.011658956832297626,0.01457001186831006,0.010057633627603335,0.008366719770277461,0.0019849507650650192,0.008251680431174965,0.003087098020945975,0.0021038467686549382,0.006198384218754304,0.0011155477507035427,0.0022775762914796567
69,blues,0.9255585735487594,0.169043236962819,0.009621432129872048,0.13646551053953931,0.1914724685576441,0.013184207936440921,0.02987639996459689,0.24291351584239868,0.010313242559007257,0.048628944985657986,0.00748777292463583,0.0028423766858148526,0.00769610876134912,0.029426249928952777,0.0052011367634405645,0.005182744010100877,0.016179661761007717,0.0021903896970131773,0.004827922433542307
70,blues,0.7005301052811973,0.01531122025713831,0.0025334701903889124,0.033552437147582874,0.07456426280079981,0.007510954243729384,0.05844827557316401,0.10551703420695994,0.0031279767045912996,0.11820725312148518,0.002500573177374746,0.0025730438805339475,0.005291671676218585,0.018837749321982507,0.0027194096883331603,0.017291312877590167,0.01458145983426496,0.0028417917381309285,0.014620829516150674
71,blues,2.3358435678950737,0.16787640578438542,0.0021403788070636235,0.6701586391965116,0.033766329620585483,0.003645342083498719,0.49702543596533155,0.022829724231994076,0.013895191946734707,0.7198762981848288,0.00960615371120151,0.009613524592146176,0.1057961478178166,0.007774457159430819,0.009599275783663597,0.07308707815858914,0.014311033362895523,0.00933071817813314,0.08087856883034275
72,blues,0.8095468177825861,0.030074184137470227,0.01748350929833507,0.01866268010595708,0.1255062356273763,0.03521959414621378,0.024491325748456083,0.022405171064467443,0.007842292934106,0.0023579084563012417,0.07389331317369012,0.00776035128631779,0.0034200423154461946,0.03845985148841438,0.004404111748095976,0.004747491714940622,0.1520892182516569,0.015484151992008501,0.003783985057110086
73,blues,0.42887569999552855,0.03123586131010165,0.01669620823522116,0.010189338009161449,0.24271719920718648,0.03642023393651432,0.020006606415958826,0.028566319020690994,0.004300278261590028,0.005794426695412787,0.08307665361489408,0.017118831416436657,0.012522716850331432,0.012924156028880189,0.005812667834181194,0.005083538779748758,0.0262123178439852,0.009094519588461601,0.005793537949718461
74,blues,1.0888225933519111,0.04600544947526741,0.0946308611178721,0.00167296185459918,0.02389015695047752,0.17657275784379092,0.004574860704787435,0.026344067932732893,0.37441553572258457,0.024476375512733756,0.0024432151461337885,0.0074510905657118815,0.0036677804639033383,0.00845683203383678,0.0422974621053127,0.007203172827530861,0.011793981455577546,0.03766742515792013,0.009770714341285128
75,blues,1.7336845305058408,0.18465410496854878,0.3281582704925489,0.07913773011303554,0.2249995843612856,0.25117558043353777,0.0476427735222472,0.2177157985032901,0.37165067270322377,0.014154291182396084,0.04473040761900452,0.0468509791504468,0.012515910333737126,0.034321781803424385,0.04300112928269083,0.019800029404030948,0.03466580417026029,0.05530244509743933,0.015465824461097014
76,blues,4.301020670108539,0.10017428294527259,0.03468568721547381,0.08893046324917081,2.435966317573416,0.20780569417480707,0.7043804178996039,0.0286237271317746,0.006488024630626489,0.025715267875730405,0.7400041134568465,0.06406557809538743,0.15668331369835758,0.012620870659559804,0.012887915595406009,0.024273577998361058,0.1793203024231373,0.049430032336249555,0.04699804148646117
77,blues,0.937909108977228,0.23123665386898754,0.1874382526174128,0.03898217937063143,0.11476154477917569,0.08290669444409395,0.01606051501582949,0.1485014588226656,0.11054195659543158,0.020789589512680465,0.05588040137302884,0.029284719298498303,0.005692853007721937,0.0217871343367156,0.014912189943834314,0.002704900840726574,0.020687183368432616,0.011015049235805593,0.005351011725987261
